-88,-88.129,-50.5
-88,-88.167,-42
-88,-88.205,-35
-88,-88.243,-26.5
-88,-88.28,-19
-88,-88.318,-12.5
-88,-88.356,-5
-88,-88.394,2.5
-88,-88.431,9
-88,-88.469,16.5
-88,-88.507,22
-88,-88.545,29
-88,-88.583,35.5
-88.001,-88.62,42.5
-88.001,-88.658,45
-88.001,-88.696,46
-88.001,-88.734,56.5
-88.001,-88.771,62.5
-88.001,-88.809,67.5
-88.001,-88.847,72
-88.001,-88.885,77
-88.001,-88.923,82
-88.001,-88.96,86
-88.001,-88.998,90
-88.001,-89.036,91.5
-88.001,-89.074,98
-88.001,-89.112,101
-88.001,-89.149,104.5
-88.001,-89.187,109.5
-88.001,-89.225,114.5
-88.001,-89.263,119
-88.001,-89.301,124
-88.001,-89.338,129.5
-88.001,-89.376,134
-88.001,-89.414,139
-88.001,-89.452,143.5
-88.001,-89.49,147
-88.001,-89.527,153.5
-88.001,-89.565,158.5
-88.001,-89.603,163.5
-88.001,-89.641,169
-88.001,-89.679,173
-88.001,-89.716,177
-88.001,-89.754,180
-88.001,-89.792,183.5
-88.001,-89.83,186
-88.001,-89.868,190.5
-88.001,-89.905,195.5
-88.001,-89.943,200.5
-88.001,-89.981,205.5
-88.001,-90.019,212
-88.001,-90.057,216.5
-88.001,-90.095,225.5
-88.001,-90.132,229.5
-88.001,-90.17,235
-88.001,-90.208,238.5
-88.001,-90.246,241.5
-88.001,-90.284,248.5
-88.001,-90.321,256
-88.001,-90.359,262
-88.001,-90.397,267.5
-88.001,-90.435,273
-88.001,-90.473,279
-88.001,-90.51,284.5
-88.001,-90.548,289.5
-88.001,-90.586,295
-88.001,-90.624,302
-88.001,-90.662,307
-88.001,-90.699,312
-88.001,-90.737,318
-88.001,-90.775,317
-88.001,-90.813,323
-88.001,-90.851,327.5
-88.001,-90.888,329
-88.001,-90.926,331
-88.001,-90.964,334.5
-88.001,-91.002,336.5
-88.001,-91.04,340
-88.001,-91.077,342
-88.001,-91.115,344.5
-88.001,-91.153,348.5
-88.001,-91.191,351
-88.001,-91.229,353
-88.001,-91.266,354.5
-88.001,-91.304,357.5
-88.001,-91.342,356
-88.001,-91.38,359
-88,-91.417,361.5
-88,-91.455,364
-88,-91.493,364
-88,-91.531,363.5
-88,-91.569,363.5
-88,-91.606,362.5
-88,-91.644,362
-88,-91.682,363
-88,-91.72,360
-88,-91.757,357.5
-88,-91.795,355.5
-88,-91.833,352.5
-88,-91.871,347.5
-88,-87.222,-94
-88,-87.259,-97
-88,-87.297,-99
-88,-87.335,-101
-88,-87.373,-108.5
-88,-87.41,-112.5
-88,-87.448,-116
-88,-87.486,-122.5
-88.001,-87.524,-128.5
-88.001,-87.561,-132
-88.001,-87.599,-132
-88.001,-87.637,-130.5
-88.001,-87.675,-132.5
-88.001,-87.712,-131.5
-88.001,-87.75,-126.5
-88.001,-87.788,-120
-88.001,-87.826,-116
-88.001,-87.864,-110
-88.001,-87.901,-103.5
-88.001,-87.939,-94.5
-88.001,-87.977,-87.5
-88.001,-88.015,-79.5
-88.001,-88.052,-70.5
-88.001,-88.09,-62
-88.001,-88.128,-54.5
-88.001,-88.166,-45
-88.001,-88.204,-37
-88.001,-88.241,-29.5
-88.002,-88.279,-20.5
-88.002,-88.317,-13.5
-88.002,-88.355,-6.5
-88.002,-88.393,0
-88.002,-88.43,5.5
-88.002,-88.468,12.5
-88.002,-88.506,21
-88.002,-88.544,25.5
-88.002,-88.582,34.5
-88.002,-88.619,40
-88.002,-88.657,44
-88.002,-88.695,43.5
-88.002,-88.733,50
-88.002,-88.771,60
-88.002,-88.808,66.5
-88.002,-88.846,72
-88.002,-88.884,76
-88.002,-88.922,80
-88.002,-88.96,83.5
-88.002,-88.998,87.5
-88.002,-89.035,90
-88.002,-89.073,95
-88.002,-89.111,98
-88.002,-89.149,101
-88.002,-89.187,106
-88.002,-89.225,110.5
-88.002,-89.262,114
-88.002,-89.3,121.5
-88.002,-89.338,126.5
-88.002,-89.376,131.5
-88.002,-89.414,136
-88.002,-89.451,140.5
-88.002,-89.489,145.5
-88.002,-89.527,150
-88.002,-89.565,154.5
-88.002,-89.603,159.5
-88.002,-89.641,166
-88.002,-89.678,168.5
-88.002,-89.716,172
-88.002,-89.754,176
-88.002,-89.792,178.5
-88.002,-89.83,182
-88.002,-89.868,186
-88.002,-89.905,189
-88.002,-89.943,194.5
-88.002,-89.981,198.5
-88.002,-90.019,203
-88.002,-90.057,209
-88.002,-90.095,216
-88.002,-90.132,221.5
-88.002,-90.17,228.5
-88.002,-90.208,230
-88.002,-90.246,232.5
-88.002,-90.284,237
-88.002,-90.322,244.5
-88.002,-90.359,255
-88.002,-90.397,261
-88.002,-90.435,266
-88.002,-90.473,273
-88.002,-90.511,279
-88.002,-90.549,281
-88.002,-90.586,288.5
-88.002,-90.624,296
-88.002,-90.662,301.5
-88.002,-90.7,305.5
-88.002,-90.738,310
-88.002,-90.775,314
-88.002,-90.813,318
-88.002,-90.851,319
-88.002,-90.889,320.5
-88.002,-90.927,323.5
-88.002,-90.965,328.5
-88.002,-91.002,331
-88.002,-91.04,333.5
-88.002,-91.078,335.5
-88.002,-91.116,338
-88.002,-91.154,342
-88.002,-91.192,343.5
-88.002,-91.229,345.5
-88.002,-91.267,348.5
-88.002,-91.305,350.5
-88.002,-91.343,352
-88.002,-91.381,353
-88.002,-91.418,354
-88.002,-91.456,356
-88.002,-91.494,358
-88.002,-91.532,354.5
-88.002,-91.57,355
-88.002,-91.607,356
-88.002,-91.645,357.5
-88.002,-91.683,357
-88.002,-91.721,353.5
-88.001,-91.759,349.5
-88.001,-91.796,346
-88.001,-91.834,340.5
-88.001,-91.872,337
-88.001,-91.91,343
-88.001,-91.948,345.5
-88.001,-91.985,347.5
-88.001,-92.023,350.5
-88.001,-92.061,353.5
-88.001,-92.099,354.5
-88.001,-92.136,355.5
-88.001,-92.174,356.5
-88.001,-92.212,354.5
-88.001,-92.25,354.5
-88.001,-92.288,356.5
-88.001,-92.325,358.5
-88.001,-92.363,355.5
-88.001,-92.401,353.5
-88.001,-92.439,353
-88.001,-92.476,353.5
-88,-92.514,355.5
-88,-92.552,358.5
-88,-92.59,363.5
-88,-92.627,365
-88,-92.665,365
-88,-92.703,366.5
-88,-92.741,369.5
-88,-92.778,368.5
-88,-86.54,-65.5
-88,-86.578,-68
-88,-86.616,-71.5
-88,-86.654,-71.5
-88,-86.691,-71
-88,-86.729,-70.5
-88.001,-86.767,-69.5
-88.001,-86.804,-68.5
-88.001,-86.842,-69
-88.001,-86.88,-68
-88.001,-86.918,-70
-88.001,-86.955,-72.5
-88.001,-86.993,-74
-88.001,-87.031,-75.5
-88.001,-87.069,-78
-88.001,-87.106,-83.5
-88.001,-87.144,-86.5
-88.001,-87.182,-91
-88.001,-87.22,-94
-88.001,-87.258,-97.5
-88.001,-87.295,-101.5
-88.002,-87.333,-106
-88.002,-87.371,-111
-88.002,-87.409,-115.5
-88.002,-87.446,-121.5
-88.002,-87.484,-127.5
-88.002,-87.522,-132
-88.002,-87.56,-136
-88.002,-87.598,-136
-88.002,-87.635,-136
-88.002,-87.673,-134.5
-88.002,-87.711,-131.5
-88.002,-87.749,-128
-88.002,-87.786,-124
-88.002,-87.824,-119
-88.002,-87.862,-111.5
-88.002,-87.9,-104.5
-88.002,-87.938,-98
-88.002,-87.976,-89
-88.003,-88.013,-80.5
-88.003,-88.051,-72
-88.003,-88.089,-64.5
-88.003,-88.127,-57.5
-88.003,-88.165,-48
-88.003,-88.202,-39
-88.003,-88.24,-31
-88.003,-88.278,-22
-88.003,-88.316,-15
-88.003,-88.354,-8.5
-88.003,-88.392,-3.5
-88.003,-88.429,2
-88.003,-88.467,9
-88.003,-88.505,18.5
-88.003,-88.543,25
-88.003,-88.581,32.5
-88.003,-88.619,39.5
-88.003,-88.656,44
-88.003,-88.694,47.5
-88.003,-88.732,52
-88.003,-88.77,58.5
-88.003,-88.808,64.5
-88.003,-88.846,69.5
-88.003,-88.883,73.5
-88.003,-88.921,78.5
-88.003,-88.959,81.5
-88.003,-88.997,85.5
-88.003,-89.035,89
-88.003,-89.073,92.5
-88.003,-89.11,94.5
-88.004,-89.148,97
-88.004,-89.186,103
-88.004,-89.224,106.5
-88.004,-89.262,112
-88.004,-89.3,119.5
-88.004,-89.338,124
-88.004,-89.375,129.5
-88.004,-89.413,134
-88.004,-89.451,137.5
-88.004,-89.489,141
-88.004,-89.527,147.5
-88.004,-89.565,152
-88.004,-89.603,148.5
-88.004,-89.64,150.5
-88.004,-89.678,164
-88.004,-89.716,166.5
-88.004,-89.754,171.5
-88.004,-89.792,174
-88.004,-89.83,178
-88.004,-89.868,180.5
-88.004,-89.905,184
-88.004,-89.943,187.5
-88.004,-89.981,191
-88.004,-90.019,197
-88.004,-90.057,205
-88.004,-90.095,206.5
-88.004,-90.132,212.5
-88.004,-90.17,218.5
-88.004,-90.208,221.5
-88.004,-90.246,226.5
-88.004,-90.284,232
-88.004,-90.322,237.5
-88.004,-90.36,245.5
-88.004,-90.397,252.5
-88.004,-90.435,260
-88.004,-90.473,266.5
-88.004,-90.511,272
-88.004,-90.549,276
-88.004,-90.587,283.5
-88.004,-90.625,288.5
-88.004,-90.662,294.5
-88.004,-90.7,297
-88.004,-90.738,300.5
-88.004,-90.776,305
-88.004,-90.814,308
-88.004,-90.852,311.5
-88.003,-90.89,314.5
-88.003,-90.927,314.5
-88.003,-90.965,319.5
-88.003,-91.003,323
-88.003,-91.041,325.5
-88.003,-91.079,328
-88.003,-91.117,331
-88.003,-91.154,334.5
-88.003,-91.192,335
-88.003,-91.23,338.5
-88.003,-91.268,340
-88.003,-91.306,341
-88.003,-91.344,342.5
-88.003,-91.381,345
-88.003,-91.419,345.5
-88.003,-91.457,346.5
-88.003,-91.495,349.5
-88.003,-91.533,346
-88.003,-91.571,346
-88.003,-91.608,346.5
-88.003,-91.646,347
-88.003,-91.684,348
-88.003,-91.722,344
-88.003,-91.76,342
-88.003,-91.798,338
-88.003,-91.835,334.5
-88.003,-91.873,330
-88.003,-91.911,331
-88.003,-91.949,335
-88.003,-91.987,336.5
-88.002,-92.024,339
-88.002,-92.062,341
-88.002,-92.1,341.5
-88.002,-92.138,346
-88.002,-92.176,344.5
-88.002,-92.214,343.5
-88.002,-92.251,344.5
-88.002,-92.289,348
-88.002,-92.327,349.5
-88.002,-92.365,350
-88.002,-92.402,348
-88.002,-92.44,347
-88.002,-92.478,346
-88.002,-92.516,349
-88.002,-92.554,350
-88.002,-92.591,351
-88.002,-92.629,348.5
-88.002,-92.667,350.5
-88.001,-92.705,352.5
-88.001,-92.742,353.5
-88.001,-92.78,354.5
-88.001,-92.818,361
-88.001,-92.856,366.5
-88.001,-92.894,367
-88.001,-92.931,371.5
-88.001,-92.969,374.5
-88.001,-93.007,377.5
-88.001,-93.045,379
-88.001,-93.082,383.5
-88.001,-93.12,385.5
-88.001,-93.158,390.5
-88.001,-93.196,394
-88.001,-93.233,396
-88,-93.271,396.5
-88,-93.309,400.5
-88,-93.346,402.5
-88,-93.384,399.5
-88,-93.422,401.5
-88,-93.46,403.5
-88,-85.935,-52
-88,-85.972,-54.5
-88,-86.01,-58.5
-88,-86.048,-62
-88,-86.085,-64.5
-88,-86.123,-64
-88.001,-86.161,-63
-88.001,-86.198,-62
-88.001,-86.236,-63
-88.001,-86.274,-64.5
-88.001,-86.312,-66
-88.001,-86.349,-66.5
-88.001,-86.387,-66.5
-88.001,-86.425,-64.5
-88.001,-86.463,-63.5
-88.001,-86.5,-63.5
-88.001,-86.538,-65
-88.001,-86.576,-67
-88.002,-86.614,-69.5
-88.002,-86.651,-70
-88.002,-86.689,-69.5
-88.002,-86.727,-68.5
-88.002,-86.765,-67.5
-88.002,-86.802,-67
-88.002,-86.84,-66.5
-88.002,-86.878,-67.5
-88.002,-86.916,-69.5
-88.002,-86.953,-72
-88.002,-86.991,-73.5
-88.002,-87.029,-77.5
-88.002,-87.067,-82.5
-88.002,-87.105,-86.5
-88.003,-87.142,-90
-88.003,-87.18,-94
-88.003,-87.218,-96.5
-88.003,-87.256,-100.5
-88.003,-87.293,-105
-88.003,-87.331,-109.5
-88.003,-87.369,-113.5
-88.003,-87.407,-117.5
-88.003,-87.445,-124.5
-88.003,-87.483,-129.5
-88.003,-87.52,-133
-88.003,-87.558,-136.5
-88.003,-87.596,-139.5
-88.003,-87.634,-140
-88.003,-87.672,-137.5
-88.003,-87.709,-134.5
-88.003,-87.747,-129.5
-88.004,-87.785,-124.5
-88.004,-87.823,-118.5
-88.004,-87.861,-112.5
-88.004,-87.899,-106.5
-88.004,-87.936,-99.5
-88.004,-87.974,-90.5
-88.004,-88.012,-80.5
-88.004,-88.05,-73.5
-88.004,-88.088,-65.5
-88.004,-88.126,-58
-88.004,-88.163,-49
-88.004,-88.201,-41.5
-88.004,-88.239,-32.5
-88.004,-88.277,-25
-88.004,-88.315,-17.5
-88.004,-88.353,-10
-88.004,-88.39,-5
-88.004,-88.428,1
-88.004,-88.466,7
-88.004,-88.504,12.5
-88.004,-88.542,21.5
-88.004,-88.58,29
-88.004,-88.618,37
-88.004,-88.655,42.5
-88.005,-88.693,48
-88.005,-88.731,52.5
-88.005,-88.769,57.5
-88.005,-88.807,62
-88.005,-88.845,66
-88.005,-88.883,70.5
-88.005,-88.921,75.5
-88.005,-88.958,78.5
-88.005,-88.996,82
-88.005,-89.034,86.5
-88.005,-89.072,87.5
-88.005,-89.11,90.5
-88.005,-89.148,92.5
-88.005,-89.186,98.5
-88.005,-89.223,104
-88.005,-89.261,110
-88.005,-89.299,114.5
-88.005,-89.337,119.5
-88.005,-89.375,125.5
-88.005,-89.413,131
-88.005,-89.451,134.5
-88.005,-89.489,138
-88.005,-89.526,143.5
-88.005,-89.564,146
-88.005,-89.602,145
-88.005,-89.64,145
-88.005,-89.678,157.5
-88.005,-89.716,160
-88.005,-89.754,165.5
-88.005,-89.792,167.5
-88.005,-89.83,170
-88.005,-89.867,175
-88.005,-89.905,179
-88.005,-89.943,182.5
-88.005,-89.981,185
-88.005,-90.019,190.5
-88.005,-90.057,196
-88.005,-90.095,194.5
-88.005,-90.133,201
-88.005,-90.17,206
-88.005,-90.208,212
-88.005,-90.246,215
-88.005,-90.284,222.5
-88.005,-90.322,228.5
-88.005,-90.36,237.5
-88.005,-90.398,243
-88.005,-90.436,248.5
-88.005,-90.474,259
-88.005,-90.511,265
-88.005,-90.549,269
-88.005,-90.587,276
-88.005,-90.625,280
-88.005,-90.663,283
-88.005,-90.701,287.5
-88.005,-90.739,292
-88.005,-90.777,296
-88.005,-90.814,298
-88.005,-90.852,301.5
-88.005,-90.89,304
-88.005,-90.928,305.5
-88.005,-90.966,310
-88.005,-91.004,316
-88.005,-91.042,317.5
-88.005,-91.079,320
-88.005,-91.117,320.5
-88.005,-91.155,323
-88.005,-91.193,326.5
-88.005,-91.231,330.5
-88.005,-91.269,330.5
-88.005,-91.307,331.5
-88.004,-91.345,334
-88.004,-91.382,336.5
-88.004,-91.42,340
-88.004,-91.458,340
-88.004,-91.496,338.5
-88.004,-91.534,339.5
-88.004,-91.572,337.5
-88.004,-91.61,337
-88.004,-91.647,337.5
-88.004,-91.685,336
-88.004,-91.723,333.5
-88.004,-91.761,331.5
-88.004,-91.799,328.5
